,user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained,is_house_ad,channel_code,day_served
2886,a100001728,2018-01-24,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,2.0
2887,a100001729,2018-01-24,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,2.0
2888,a100001730,2018-01-24,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,2.0
2889,a100001731,2018-01-24,Push,control,False,English,English,24-30 years,,,,True,False,5.0,2.0
2890,a100001732,2018-01-24,Facebook,control,False,English,English,30-36 years,,,,True,False,3.0,2.0
2891,a100001733,2018-01-25,Instagram,control,False,English,English,36-45 years,,,,True,False,2.0,3.0
2892,a100001734,2018-01-25,Instagram,control,False,English,English,45-55 years,,,,True,False,2.0,3.0
2893,a100001735,2018-01-25,Facebook,control,False,English,English,0-18 years,,,,True,False,3.0,3.0
2894,a100001736,2018-01-25,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,3.0
2895,a100001737,2018-01-25,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,3.0
2896,a100001738,2018-01-25,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,3.0
2897,a100001739,2018-01-25,Push,control,False,English,English,36-45 years,,,,True,False,5.0,3.0
2898,a100001740,2018-01-26,Facebook,control,False,English,English,45-55 years,,,,True,False,3.0,4.0
2899,a100001741,2018-01-26,Instagram,control,False,English,English,0-18 years,,,,True,False,2.0,4.0
2900,a100001742,2018-01-26,Instagram,control,False,English,English,19-24 years,,,,True,False,2.0,4.0
2901,a100001743,2018-01-26,Facebook,control,False,English,English,24-30 years,,,,True,False,3.0,4.0
2902,a100001744,2018-01-26,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,4.0
2903,a100001745,2018-01-26,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,4.0
2904,a100001746,2018-01-26,House Ads,control,False,English,Spanish,45-55 years,,,,True,True,1.0,4.0
2905,a100001747,2018-01-27,Push,control,False,English,English,0-18 years,,,,True,False,5.0,5.0
2906,a100001748,2018-01-27,Facebook,control,False,English,English,19-24 years,,,,True,False,3.0,5.0
2907,a100001749,2018-01-27,Instagram,control,False,English,English,24-30 years,,,,True,False,2.0,5.0
2908,a100001750,2018-01-27,Instagram,control,False,English,English,30-36 years,,,,True,False,2.0,5.0
2909,a100001751,2018-01-27,Facebook,control,False,English,English,36-45 years,,,,True,False,3.0,5.0
2910,a100001752,2018-01-27,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,5.0
2911,a100001753,2018-01-27,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,5.0
2912,a100001754,2018-01-28,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,6.0
2913,a100001755,2018-01-28,Push,control,False,English,English,24-30 years,,,,True,False,5.0,6.0
2914,a100001756,2018-01-28,Facebook,control,False,English,English,30-36 years,,,,True,False,3.0,6.0
2915,a100001757,2018-01-28,Instagram,control,False,English,English,36-45 years,,,,True,False,2.0,6.0
2916,a100001758,2018-01-28,Instagram,control,False,English,English,45-55 years,,,,True,False,2.0,6.0
2917,a100001759,2018-01-28,Facebook,control,False,English,English,0-18 years,,,,True,False,3.0,6.0
2918,a100001760,2018-01-28,House Ads,control,False,English,Spanish,19-24 years,,,,True,True,1.0,6.0
2919,a100001761,2018-01-29,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,0.0
2920,a100001762,2018-01-29,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,0.0
2921,a100001763,2018-01-29,Push,control,False,English,English,36-45 years,,,,True,False,5.0,0.0
2922,a100001764,2018-01-29,Facebook,control,False,English,English,45-55 years,,,,True,False,3.0,0.0
2923,a100001765,2018-01-29,Instagram,control,False,English,English,0-18 years,,,,True,False,2.0,0.0
2924,a100001766,2018-01-29,Instagram,control,False,English,English,19-24 years,,,,True,False,2.0,0.0
2925,a100001767,2018-01-29,Facebook,control,False,English,English,24-30 years,,,,True,False,3.0,0.0
2926,a100001768,2018-01-30,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,1.0
2927,a100001769,2018-01-30,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,1.0
2928,a100001770,2018-01-30,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,1.0
2929,a100001771,2018-01-30,Push,control,False,English,English,0-18 years,,,,True,False,5.0,1.0
2930,a100001772,2018-01-30,Facebook,control,False,English,English,19-24 years,,,,True,False,3.0,1.0
2931,a100001773,2018-01-30,Instagram,control,False,English,English,24-30 years,,,,True,False,2.0,1.0
2932,a100001774,2018-01-30,Instagram,control,False,English,English,30-36 years,,,,True,False,2.0,1.0
2933,a100001775,2018-01-31,Facebook,control,False,English,English,36-45 years,,,,True,False,3.0,2.0
2934,a100001776,2018-01-31,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,2.0
2935,a100001777,2018-01-31,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,2.0
2936,a100001778,2018-01-31,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,2.0
2937,a100001779,2018-01-31,Push,control,False,English,English,24-30 years,,,,True,False,5.0,2.0
2938,a100001780,2018-01-31,Facebook,control,False,English,English,30-36 years,,,,True,False,3.0,2.0
2939,a100001781,2018-01-31,Instagram,control,False,English,English,36-45 years,,,,True,False,2.0,2.0
2940,a100001782,2018-01-01,Instagram,control,False,English,English,45-55 years,,,,True,False,2.0,0.0
2941,a100001783,2018-01-01,Facebook,control,False,English,English,0-18 years,,,,True,False,3.0,0.0
2942,a100001784,2018-01-01,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,0.0
2943,a100001785,2018-01-01,House Ads,control,False,Spanish,Spanish,24-30 years,,,,True,True,1.0,0.0
2944,a100001786,2018-01-01,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,0.0
2945,a100001787,2018-01-01,Push,control,False,English,English,36-45 years,,,,True,False,5.0,0.0
2946,a100001788,2018-01-01,Facebook,control,False,English,English,45-55 years,,,,True,False,3.0,0.0
2947,a100001789,2018-01-02,Instagram,control,False,English,English,0-18 years,,,,True,False,2.0,1.0
2948,a100001789,2018-01-18,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,3.0
2949,a100001790,2018-01-02,Instagram,control,False,English,English,19-24 years,,,,True,False,2.0,1.0
2950,a100001790,2018-01-18,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,3.0
2951,a100001791,2018-01-02,Facebook,control,False,English,English,24-30 years,,,,True,False,3.0,1.0
2952,a100001791,2018-01-18,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,3.0
2953,a100001792,2018-01-02,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,1.0
2954,a100001792,2018-01-18,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,3.0
2955,a100001793,2018-01-02,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,1.0
2956,a100001793,2018-01-19,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,4.0
2957,a100001794,2018-01-02,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,1.0
2958,a100001794,2018-01-19,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,4.0
2959,a100001795,2018-01-02,Push,control,False,English,English,0-18 years,,,,True,False,5.0,1.0
2960,a100001795,2018-01-19,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,4.0
2961,a100001796,2018-01-03,Facebook,control,False,English,English,19-24 years,,,,True,False,3.0,2.0
2962,a100001796,2018-01-19,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,4.0
2963,a100001797,2018-01-03,Instagram,control,False,English,English,24-30 years,,,,True,False,2.0,2.0
2964,a100001797,2018-01-19,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,4.0
2965,a100001798,2018-01-03,Instagram,control,False,English,English,30-36 years,,,,True,False,2.0,2.0
2966,a100001798,2018-01-19,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,4.0
2967,a100001799,2018-01-03,Facebook,control,False,English,English,36-45 years,,,,True,False,3.0,2.0
2968,a100001799,2018-01-19,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,4.0
2969,a100001800,2018-01-03,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,2.0
2970,a100001800,2018-01-20,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,5.0
2971,a100001801,2018-01-03,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,2.0
2972,a100001801,2018-01-20,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,5.0
2973,a100001802,2018-01-03,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,2.0
2974,a100001802,2018-01-20,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,5.0
2975,a100001803,2018-01-04,Push,control,False,English,English,24-30 years,,,,True,False,5.0,3.0
2976,a100001803,2018-01-20,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,5.0
2977,a100001804,2018-01-04,Facebook,control,False,English,English,30-36 years,,,,True,False,3.0,3.0
2978,a100001804,2018-01-20,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,5.0
2979,a100001805,2018-01-04,Instagram,control,False,English,English,36-45 years,,,,True,False,2.0,3.0
2980,a100001805,2018-01-20,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,5.0
2981,a100001806,2018-01-04,Instagram,control,False,English,English,45-55 years,,,,True,False,2.0,3.0
2982,a100001806,2018-01-20,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,5.0
2983,a100001807,2018-01-04,Facebook,control,False,English,English,0-18 years,,,,True,False,3.0,3.0
2984,a100001807,2018-01-21,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,6.0
2985,a100001808,2018-01-04,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,3.0
2986,a100001808,2018-01-21,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,6.0
2987,a100001809,2018-01-04,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,3.0
2988,a100001809,2018-01-21,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,6.0
2989,a100001810,2018-01-05,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,4.0
2990,a100001810,2018-01-22,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,0.0
2991,a100001811,2018-01-05,Push,control,False,English,English,36-45 years,,,,True,False,5.0,4.0
2992,a100001811,2018-01-23,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,1.0
2993,a100001812,2018-01-05,Facebook,control,False,English,English,45-55 years,,,,True,False,3.0,4.0
2994,a100001812,2018-01-24,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,2.0
2995,a100001813,2018-01-05,Instagram,control,False,English,English,0-18 years,,,,True,False,2.0,4.0
2996,a100001813,2018-01-25,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,3.0
2997,a100001814,2018-01-05,Instagram,control,False,English,English,19-24 years,,,,True,False,2.0,4.0
2998,a100001814,2018-01-26,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,4.0
2999,a100001815,2018-01-05,Facebook,control,False,English,English,24-30 years,,,,True,False,3.0,4.0
3000,a100001815,2018-01-27,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,5.0
3001,a100001816,2018-01-05,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,4.0
3002,a100001816,2018-01-28,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,6.0
3003,a100001817,2018-01-06,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,5.0
3004,a100001817,2018-01-29,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,0.0
3005,a100001818,2018-01-06,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,5.0
3006,a100001818,2018-01-30,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,1.0
3007,a100001819,2018-01-06,Push,control,False,English,English,0-18 years,,,,True,False,5.0,5.0
3008,a100001819,2018-01-31,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,2.0
3009,a100001820,2018-01-06,Facebook,control,False,English,English,19-24 years,,,,True,False,3.0,5.0
3010,a100001820,2018-01-01,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,0.0
3011,a100001821,2018-01-06,Instagram,control,False,English,English,24-30 years,,,,True,False,2.0,5.0
3012,a100001821,2018-01-02,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,1.0
3013,a100001822,2018-01-06,Instagram,control,False,English,English,30-36 years,,,,True,False,2.0,5.0
3014,a100001822,2018-01-03,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,2.0
3015,a100001823,2018-01-06,Facebook,control,False,English,English,36-45 years,,,,True,False,3.0,5.0
3016,a100001823,2018-01-04,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,3.0
3017,a100001824,2018-01-07,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,6.0
3018,a100001824,2018-01-05,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,4.0
3019,a100001825,2018-01-07,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,6.0
3020,a100001825,2018-01-06,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,5.0
3021,a100001826,2018-01-07,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,6.0
3022,a100001826,2018-01-07,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,6.0
3023,a100001827,2018-01-07,Push,control,False,English,English,24-30 years,,,,True,False,5.0,6.0
3024,a100001827,2018-01-08,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,0.0
3025,a100001828,2018-01-07,Facebook,control,False,English,English,30-36 years,,,,True,False,3.0,6.0
3026,a100001828,2018-01-09,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,1.0
3027,a100001829,2018-01-07,Instagram,control,False,English,English,36-45 years,,,,True,False,2.0,6.0
3028,a100001829,2018-01-10,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,2.0
3029,a100001830,2018-01-08,Instagram,control,False,English,English,45-55 years,,,,True,False,2.0,0.0
3030,a100001830,2018-01-11,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,3.0
3031,a100001831,2018-01-08,Facebook,control,False,English,English,0-18 years,,,,True,False,3.0,0.0
3032,a100001831,2018-01-12,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,4.0
3033,a100001832,2018-01-08,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,0.0
3034,a100001832,2018-01-13,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,5.0
3035,a100001833,2018-01-08,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,0.0
3036,a100001833,2018-01-14,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,6.0
3037,a100001834,2018-01-08,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,0.0
3038,a100001834,2018-01-15,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,0.0
3039,a100001835,2018-01-08,Push,control,False,English,English,36-45 years,,,,True,False,5.0,0.0
3040,a100001835,2018-01-16,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,1.0
3041,a100001836,2018-01-08,Facebook,control,False,English,English,45-55 years,,,,True,False,3.0,0.0
3042,a100001836,2018-01-17,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,2.0
3043,a100001837,2018-01-09,Instagram,control,False,English,English,0-18 years,,,,True,False,2.0,1.0
3044,a100001837,2018-01-18,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,3.0
3045,a100001838,2018-01-09,Instagram,control,False,English,English,19-24 years,,,,True,False,2.0,1.0
3046,a100001838,2018-01-19,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,4.0
3047,a100001839,2018-01-09,Facebook,control,False,English,English,24-30 years,,,,True,False,3.0,1.0
3048,a100001839,2018-01-20,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,5.0
3049,a100001840,2018-01-09,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,1.0
3050,a100001840,2018-01-21,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,6.0
3051,a100001841,2018-01-09,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,1.0
3052,a100001841,2018-01-22,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,0.0
3053,a100001842,2018-01-09,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,1.0
3054,a100001842,2018-01-23,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,1.0
3055,a100001843,2018-01-09,Push,control,False,English,English,0-18 years,,,,True,False,5.0,1.0
3056,a100001843,2018-01-24,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,2.0
3057,a100001844,2018-01-10,Facebook,control,False,English,English,19-24 years,,,,True,False,3.0,2.0
3058,a100001844,2018-01-25,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,3.0
3059,a100001845,2018-01-10,Instagram,control,False,English,English,24-30 years,,,,True,False,2.0,2.0
3060,a100001845,2018-01-26,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,4.0
3061,a100001846,2018-01-10,Instagram,control,False,English,English,30-36 years,,,,True,False,2.0,2.0
3062,a100001846,2018-01-27,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,5.0
3063,a100001847,2018-01-10,Facebook,control,False,English,English,36-45 years,,,,True,False,3.0,2.0
3064,a100001847,2018-01-28,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,6.0
3065,a100001848,2018-01-10,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,2.0
3066,a100001848,2018-01-29,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,0.0
3067,a100001849,2018-01-10,House Ads,control,False,Spanish,Spanish,0-18 years,,,,True,True,1.0,2.0
3068,a100001849,2018-01-30,House Ads,control,False,English,Spanish,0-18 years,,,,True,True,1.0,1.0
3069,a100001850,2018-01-10,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,2.0
3070,a100001850,2018-01-31,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,2.0
3071,a100001851,2018-01-11,Push,control,False,English,English,24-30 years,,,,True,False,5.0,3.0
3072,a100001851,2018-01-01,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,0.0
3073,a100001852,2018-01-11,Facebook,control,False,English,English,30-36 years,,,,True,False,3.0,3.0
3074,a100001852,2018-01-02,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,1.0
3075,a100001853,2018-01-11,Instagram,control,False,English,English,36-45 years,,,,True,False,2.0,3.0
3076,a100001853,2018-01-03,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,2.0
3077,a100001854,2018-01-11,Instagram,control,False,English,English,45-55 years,,,,True,False,2.0,3.0
3078,a100001854,2018-01-04,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,3.0
3079,a100001855,2018-01-11,Facebook,control,False,English,English,0-18 years,,,,True,False,3.0,3.0
3080,a100001855,2018-01-05,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,4.0
3081,a100001856,2018-01-11,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,3.0
3082,a100001856,2018-01-06,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,5.0
3083,a100001857,2018-01-11,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,3.0
3084,a100001857,2018-01-07,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,6.0
3085,a100001858,2018-01-12,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,4.0
3086,a100001858,2018-01-08,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,0.0
3087,a100001859,2018-01-12,Push,control,False,English,English,36-45 years,,,,True,False,5.0,4.0
3088,a100001859,2018-01-09,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,1.0
3089,a100001860,2018-01-12,Facebook,control,False,English,English,45-55 years,,,,True,False,3.0,4.0
3090,a100001860,2018-01-10,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,2.0
3091,a100001861,2018-01-12,Instagram,control,False,English,English,0-18 years,,,,True,False,2.0,4.0
3092,a100001861,2018-01-11,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,3.0
3093,a100001862,2018-01-12,Instagram,control,False,English,English,19-24 years,,,,True,False,2.0,4.0
3094,a100001862,2018-01-12,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,4.0
3095,a100001863,2018-01-12,Facebook,control,False,English,English,24-30 years,,,,True,False,3.0,4.0
3096,a100001863,2018-01-13,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,5.0
3097,a100001864,2018-01-12,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,4.0
3098,a100001864,2018-01-14,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,6.0
3099,a100001865,2018-01-13,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,5.0
3100,a100001865,2018-01-15,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,0.0
3101,a100001866,2018-01-13,House Ads,control,False,English,Spanish,45-55 years,,,,True,True,1.0,5.0
3102,a100001866,2018-01-16,House Ads,control,False,English,Spanish,45-55 years,,,,True,True,1.0,1.0
3103,a100001867,2018-01-13,Push,control,False,English,English,0-18 years,,,,True,False,5.0,5.0
3104,a100001867,2018-01-17,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,2.0
3105,a100001868,2018-01-13,Facebook,control,False,English,English,19-24 years,,,,True,False,3.0,5.0
3106,a100001868,2018-01-18,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,3.0
3107,a100001869,2018-01-13,Instagram,control,False,English,English,24-30 years,,,,True,False,2.0,5.0
3108,a100001869,2018-01-19,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,4.0
3109,a100001870,2018-01-13,Instagram,control,False,English,English,30-36 years,,,,True,False,2.0,5.0
3110,a100001870,2018-01-20,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,5.0
3111,a100001871,2018-01-13,Facebook,control,False,English,English,36-45 years,,,,True,False,3.0,5.0
3112,a100001871,2018-01-21,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,6.0
3113,a100001872,2018-01-14,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,6.0
3114,a100001872,2018-01-22,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,0.0
3115,a100001873,2018-01-14,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,6.0
3116,a100001873,2018-01-23,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,1.0
3117,a100001874,2018-01-14,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,6.0
3118,a100001874,2018-01-24,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,2.0
3119,a100001875,2018-01-14,Push,control,False,English,English,24-30 years,,,,True,False,5.0,6.0
3120,a100001875,2018-01-25,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,3.0
3121,a100001876,2018-01-14,Facebook,control,False,English,English,30-36 years,,,,True,False,3.0,6.0
3122,a100001876,2018-01-26,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,4.0
3123,a100001877,2018-01-14,Instagram,control,False,English,English,36-45 years,,,,True,False,2.0,6.0
3124,a100001877,2018-01-27,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,5.0
3125,a100001878,2018-01-14,Instagram,control,False,English,English,45-55 years,,,,True,False,2.0,6.0
3126,a100001878,2018-01-28,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,6.0
3127,a100001879,2018-01-15,Facebook,control,False,English,English,0-18 years,,,,True,False,3.0,0.0
3128,a100001879,2018-01-29,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,0.0
3129,a100001880,2018-01-15,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,0.0
3130,a100001880,2018-01-30,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,1.0
3131,a100001881,2018-01-15,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,0.0
3132,a100001881,2018-01-31,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,2.0
3133,a100001882,2018-01-15,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,0.0
3134,a100001882,2018-01-01,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,0.0
3135,a100001883,2018-01-15,Push,control,False,English,English,36-45 years,,,,True,False,5.0,0.0
3136,a100001883,2018-01-02,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,1.0
3137,a100001884,2018-01-15,Facebook,control,False,English,English,45-55 years,,,,True,False,3.0,0.0
3138,a100001884,2018-01-03,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,2.0
3139,a100001885,2018-01-15,Instagram,control,False,English,English,0-18 years,,,,True,False,2.0,0.0
3140,a100001885,2018-01-04,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,3.0
3141,a100001886,2018-01-16,Instagram,control,False,English,English,19-24 years,,,,True,False,2.0,1.0
3142,a100001886,2018-01-05,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,4.0
3143,a100001887,2018-01-16,Facebook,control,False,English,English,24-30 years,,,,True,False,3.0,1.0
3144,a100001887,2018-01-06,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,5.0
3145,a100001888,2018-01-16,House Ads,control,False,English,Spanish,30-36 years,,,,True,True,1.0,1.0
3146,a100001888,2018-01-07,House Ads,control,False,Spanish,Spanish,30-36 years,,,,True,True,1.0,6.0
3147,a100001889,2018-01-16,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,1.0
3148,a100001889,2018-01-08,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,0.0
3149,a100001890,2018-01-16,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,1.0
3150,a100001890,2018-01-09,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,1.0
3151,a100001891,2018-01-16,Push,control,False,English,English,0-18 years,,,,True,False,5.0,1.0
3152,a100001891,2018-01-10,House Ads,control,False,English,English,0-18 years,,,,True,True,1.0,2.0
3153,a100001892,2018-01-16,Facebook,control,False,English,English,19-24 years,,,,True,False,3.0,1.0
3154,a100001892,2018-01-11,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,3.0
3155,a100001893,2018-01-17,Instagram,control,False,English,English,24-30 years,,,,True,False,2.0,2.0
3156,a100001893,2018-01-12,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,4.0
3157,a100001894,2018-01-17,Instagram,control,False,English,English,30-36 years,,,,True,False,2.0,2.0
3158,a100001894,2018-01-13,House Ads,control,False,English,English,30-36 years,,,,True,True,1.0,5.0
3159,a100001895,2018-01-17,Facebook,control,False,English,English,36-45 years,,,,True,False,3.0,2.0
3160,a100001895,2018-01-14,House Ads,control,False,English,English,36-45 years,,,,True,True,1.0,6.0
3161,a100001896,2018-01-17,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,2.0
3162,a100001896,2018-01-15,House Ads,control,False,English,English,45-55 years,,,,True,True,1.0,0.0
3163,a100001897,2018-01-17,House Ads,control,False,English,Spanish,0-18 years,,,,True,True,1.0,2.0
3164,a100001897,2018-01-16,House Ads,control,False,English,Spanish,0-18 years,,,,True,True,1.0,1.0
3165,a100001898,2018-01-17,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,2.0
3166,a100001898,2018-01-17,House Ads,control,False,English,English,19-24 years,,,,True,True,1.0,2.0
3167,a100001899,2018-01-17,Push,control,False,English,English,24-30 years,,,,True,False,5.0,2.0
3168,a100001899,2018-01-18,House Ads,control,False,English,English,24-30 years,,,,True,True,1.0,3.0
3169,a100001900,2018-01-18,Facebook,control,False,English,English,30-36 years,,,,True,False,3.0,3.0
